# date=2019-03-14;scenarioFile=scenario_jonquera.ini;landscapeFile=landscape/jonquera.lcp;ignitionFile=perimetres/jonquera_central_polygon_2.shp;perimeterResolution=30m;distanceResolution=30m;StartDate=2019-07-22 18:00:00;EndDate=2019-07-23 06:00:00;hoursOfSimulation=12
generation individual p0 p1  p2        p3        p4        p5        p6        p7        p8       p9      p10      p11      p12      p13      p14      p15   p16      p17      p18      p19      p20 runtime maxRSS outputs cpu csw exit error
0 140 2 10 1 41 70 20 83 36 99 0.865057 0 0 0 0 0 0 0 0 0 0 0 5.78 25536 35600 99% 748 0 1.062340 
0 141 2 9 7 58 71 14 340 47 76 1.895788 0 0 0 0 0 0 0 0 0 0 0 5.31 26232 35624 99% 684 0 1.085849 
0 142 10 6 14 26 65 13 220 32 74 0.462937 0 0 0 0 0 0 0 0 0 0 0 5.39 24332 35560 99% 700 0 1.015431 
0 143 2 7 11 22 81 7 299 36 93 0.311530 0 0 0 0 0 0 0 0 0 0 0 5.68 24132 35552 99% 685 0 1.010115 
0 144 13 8 12 55 70 20 282 37 84 1.333378 0 0 0 0 0 0 0 0 0 0 0 3.33 23748 232 99% 299 0 9999.990234 
0 145 11 14 6 27 68 19 164 48 38 0.312607 0 0 0 0 0 0 0 0 0 0 0 109.32 100288 36104 99% 11049 0 2.073637 
0 146 15 10 8 48 80 8 352 30 45 1.940581 0 0 0 0 0 0 0 0 0 0 0 9.05 27892 35600 99% 1087 0 1.065378 
0 147 4 2 15 56 86 21 112 39 37 1.426212 0 0 0 0 0 0 0 0 0 0 0 553.17 310084 36800 99% 54400 0 3.101702 
0 148 10 2 9 56 91 22 161 41 40 0.394381 0 0 0 0 0 0 0 0 0 0 0 262.02 197648 36368 99% 25946 0 2.588103 
0 149 4 3 6 41 79 17 299 35 91 1.567516 0 0 0 0 0 0 0 0 0 0 0 5.63 25084 35584 98% 706 0 1.046330 
0 150 13 11 6 69 82 9 259 35 79 1.594819 0 0 0 0 0 0 0 0 0 0 0 2.49 23760 232 99% 303 0 9999.990234 
0 151 9 10 1 49 87 1 57 34 76 0.786245 0 0 0 0 0 0 0 0 0 0 0 5.77 23880 35616 99% 695 0 1.001929 
0 152 9 6 2 44 71 12 262 38 44 1.669572 0 0 0 0 0 0 0 0 0 0 0 50.61 66996 35896 99% 5213 0 1.424314 
0 153 5 10 13 67 67 13 317 35 86 1.399668 0 0 0 0 0 0 0 0 0 0 0 5.05 24476 35560 99% 625 0 1.022351 
0 154 7 3 12 43 67 12 90 30 66 0.421427 0 0 0 0 0 0 0 0 0 0 0 5.51 25996 35592 99% 703 0 1.067018 
0 155 9 8 7 61 84 11 260 47 47 0.640871 0 0 0 0 0 0 0 0 0 0 0 17.58 41096 35728 99% 1977 0 1.303250 
0 156 10 9 7 23 80 13 56 48 82 0.528884 0 0 0 0 0 0 0 0 0 0 0 4.28 23964 35560 99% 595 0 1.006136 
0 157 4 15 7 23 85 10 119 32 89 0.793386 0 0 0 0 0 0 0 0 0 0 0 4.60 24084 35552 96% 636 0 1.009825 
0 158 10 5 7 27 66 6 266 45 92 0.904261 0 0 0 0 0 0 0 0 0 0 0 4.49 23904 35584 99% 583 0 1.002809 
0 159 13 14 1 62 73 21 230 41 89 1.255617 0 0 0 0 0 0 0 0 0 0 0 2.43 23732 232 99% 378 0 9999.990234 
0 160 15 6 12 27 82 14 203 37 95 0.611095 0 0 0 0 0 0 0 0 0 0 0 2.60 23704 232 98% 437 0 9999.990234 
0 161 6 2 1 37 70 11 326 37 79 0.086826 0 0 0 0 0 0 0 0 0 0 0 6.23 24724 35584 99% 832 0 1.035396 
0 162 2 11 3 61 75 15 68 35 85 0.944442 0 0 0 0 0 0 0 0 0 0 0 4.97 25188 35584 99% 2117 0 1.048211 
0 163 3 12 14 36 84 16 119 37 56 0.953244 0 0 0 0 0 0 0 0 0 0 0 12.94 35000 35768 99% 1500 0 1.249566 
0 164 8 14 13 58 67 12 88 33 96 0.119384 0 0 0 0 0 0 0 0 0 0 0 4.45 23976 35560 99% 786 0 1.004593 
0 165 14 2 12 39 86 13 148 38 36 0.512723 0 0 0 0 0 0 0 0 0 0 0 124.33 102888 36040 99% 12469 0 1.749349 
0 166 4 8 14 37 67 7 14 31 98 1.095046 0 0 0 0 0 0 0 0 0 0 0 4.43 23972 35552 98% 598 0 1.007619 
0 167 7 13 1 53 86 13 341 39 46 0.195140 0 0 0 0 0 0 0 0 0 0 0 20.99 44384 35728 99% 2383 0 1.441240 
0 168 8 3 2 68 94 8 334 36 63 1.747280 0 0 0 0 0 0 0 0 0 0 0 6.97 26388 35600 99% 883 0 1.062123 
0 169 9 2 10 28 64 9 312 36 90 1.144295 0 0 0 0 0 0 0 0 0 0 0 5.66 24004 35560 99% 717 0 1.006510 
0 170 14 9 1 66 65 11 110 45 89 1.621894 0 0 0 0 0 0 0 0 0 0 0 2.42 23668 232 99% 374 0 9999.990234 
0 171 2 12 10 31 87 16 117 44 95 0.846490 0 0 0 0 0 0 0 0 0 0 0 5.45 25020 35584 99% 820 0 1.040592 
0 172 6 14 9 56 93 15 154 32 95 0.906336 0 0 0 0 0 0 0 0 0 0 0 4.50 24232 35560 99% 580 0 1.012164 
0 173 8 6 14 38 89 9 157 42 93 1.294494 0 0 0 0 0 0 0 0 0 0 0 4.57 24108 35560 99% 677 0 1.007137 
0 174 6 11 7 46 98 11 206 45 95 1.392441 0 0 0 0 0 0 0 0 0 0 0 4.35 24216 35552 99% 579 0 1.010790 
0 175 5 3 13 46 92 10 123 38 66 1.915931 0 0 0 0 0 0 0 0 0 0 0 6.61 26344 35608 99% 820 0 1.081437 
0 176 6 7 2 46 99 19 143 39 92 1.526367 0 0 0 0 0 0 0 0 0 0 0 4.84 24804 35576 99% 597 0 1.032575 
